username, password, email, usergroup
01416168,123456abc,01416168@qq.com,2
88356671,123456abc,88356671@qq.com,2
18184445,123456abc,18184445@qq.com,2
sfsds,123456abc,sfsds@sina.com,2
vnsbsbhgc,123456abc,vnsbsbhgc@hotmail.com,2
lhdsao,123456abc,lhdsao@sohu.com,2
ddnhwwugiof,123456abc,ddnhwwugiof@21cn.com,2
pgctilcd,123456abc,pgctilcd@msn.com,2
npfuklamhl,123456abc,npfuklamhl@163.com,2
enowf,123456abc,enowf@126.com,2
wnurk,123456abc,wnurk@sina.com,2
61462711,123456abc,61462711@qq.com,2
02330877,123456abc,02330877@qq.com,2
72433115,123456abc,72433115@qq.com,2
00120247,123456abc,00120247@qq.com,2
80048244,123456abc,80048244@qq.com,2
48551540,123456abc,48551540@qq.com,2
06074245,123456abc,06074245@qq.com,2
87526716,123456abc,87526716@qq.com,2
74388285,123456abc,74388285@qq.com,2
78844443,123456abc,78844443@qq.com,2
51221536,123456abc,51221536@qq.com,2
44405175,123456abc,44405175@qq.com,2
77752416,123456abc,77752416@qq.com,2
74043003,123456abc,74043003@qq.com,2
31654851,123456abc,31654851@qq.com,2
16437705,123456abc,16437705@qq.com,2
12656710,123456abc,12656710@qq.com,2
85364733,123456abc,85364733@qq.com,2
iltpuotovchfnv,123456abc,iltpuotovchfnv@163.com,2
40634207,123456abc,40634207@qq.com,2
25458770,123456abc,25458770@qq.com,2
44303355,123456abc,44303355@qq.com,2
05584752,123456abc,05584752@qq.com,2
20871508,123456abc,20871508@qq.com,2
63216120,123456abc,63216120@qq.com,2
07041078,123456abc,07041078@qq.com,2
18321807,123456abc,18321807@qq.com,2
73660054,123456abc,73660054@qq.com,2
25388886,123456abc,25388886@qq.com,2
26557165,123456abc,26557165@qq.com,2
21552116,123456abc,21552116@qq.com,2
34334488,123456abc,34334488@qq.com,2
25246782,123456abc,25246782@qq.com,2
12541738,123456abc,12541738@qq.com,2
mcda,123456abc,mcda@sina.com,2
wkpdemkhjqce,123456abc,wkpdemkhjqce@hotmail.com,2
ftfcobmbaprgip,123456abc,ftfcobmbaprgip@sohu.com,2
fuejrkuda,123456abc,fuejrkuda@21cn.com,2
jwpolterf,123456abc,jwpolterf@msn.com,2
11824176,123456abc,11824176@qq.com,2
48246507,123456abc,48246507@qq.com,2
57624570,123456abc,57624570@qq.com,2
32622282,123456abc,32622282@qq.com,2
25181510,123456abc,25181510@qq.com,2
bdhfanqmh,123456abc,bdhfanqmh@hotmail.com,2
olkrfvamrun,123456abc,olkrfvamrun@sohu.com,2
egd,123456abc,egd@21cn.com,2
34448867,123456abc,34448867@qq.com,2
78240475,123456abc,78240475@qq.com,2
27823441,123456abc,27823441@qq.com,2
88114058,123456abc,88114058@qq.com,2
66701203,123456abc,66701203@qq.com,2
47330426,123456abc,47330426@qq.com,2
64626757,123456abc,64626757@qq.com,2
02506536,123456abc,02506536@qq.com,2
23635738,123456abc,23635738@qq.com,2
htmtqrfwo,123456abc,htmtqrfwo@msn.com,2
kviip,123456abc,kviip@163.com,2
crb,123456abc,crb@126.com,2
jdmjibboafum,123456abc,jdmjibboafum@sina.com,2
oqnwjgukg,123456abc,oqnwjgukg@msn.com,2
itbeh,123456abc,itbeh@163.com,2
blvuvh,123456abc,blvuvh@126.com,2
qwpdouawabmvw,123456abc,qwpdouawabmvw@sina.com,2
36630833,123456abc,36630833@qq.com,2
32111374,123456abc,32111374@qq.com,2
41561775,123456abc,41561775@qq.com,2
20622575,123456abc,20622575@qq.com,2
26067777,123456abc,26067777@qq.com,2
28758616,123456abc,28758616@qq.com,2
31002565,123456abc,31002565@qq.com,2
81182106,123456abc,81182106@qq.com,2
35843055,123456abc,35843055@qq.com,2
36428155,123456abc,36428155@qq.com,2
78715735,123456abc,78715735@qq.com,2
03766751,123456abc,03766751@qq.com,2
ifhnwkanekmmhwp,123456abc,ifhnwkanekmmhwp@hotmail.com,2
fnhuuwq,123456abc,fnhuuwq@sohu.com,2
fngf,123456abc,fngf@21cn.com,2
rmfihqf,123456abc,rmfihqf@msn.com,2
gvtsdsfncma,123456abc,gvtsdsfncma@163.com,2
psvocb,123456abc,psvocb@126.com,2
mdijesfj,123456abc,mdijesfj@sina.com,2
heagkqwpkbrdlm,123456abc,heagkqwpkbrdlm@hotmail.com,2
agvp,123456abc,agvp@sohu.com,2
noffhqkvmoaujgg,123456abc,noffhqkvmoaujgg@21cn.com,2
70136633,123456abc,70136633@qq.com,2
53541467,123456abc,53541467@qq.com,2
45023815,123456abc,45023815@qq.com,2
22482784,123456abc,22482784@qq.com,2
13388271,123456abc,13388271@qq.com,2
53511844,123456abc,53511844@qq.com,2
60117377,123456abc,60117377@qq.com,2
85042316,123456abc,85042316@qq.com,2
40260672,123456abc,40260672@qq.com,2
78583843,123456abc,78583843@qq.com,2
68225767,123456abc,68225767@qq.com,2
55031281,123456abc,55031281@qq.com,2
27605740,123456abc,27605740@qq.com,2
18376748,123456abc,18376748@qq.com,2
16721805,123456abc,16721805@qq.com,2
dsaog,123456abc,dsaog@163.com,2
jakksjcsgbjvh,123456abc,jakksjcsgbjvh@126.com,2
rtjirnkj,123456abc,rtjirnkj@sina.com,2
nwnbkrjqbfew,123456abc,nwnbkrjqbfew@hotmail.com,2
gitc,123456abc,gitc@sohu.com,2
lawvmcv,123456abc,lawvmcv@msn.com,2
ppwww,123456abc,ppwww@163.com,2
hgdgpectk,123456abc,hgdgpectk@126.com,2
mdukaofeg,123456abc,mdukaofeg@sina.com,2
uooib,123456abc,uooib@hotmail.com,2
olvdgdfrclatg,123456abc,olvdgdfrclatg@sohu.com,2
17313511,123456abc,17313511@qq.com,2
73203200,123456abc,73203200@qq.com,2
31375134,123456abc,31375134@qq.com,2
81277077,123456abc,81277077@qq.com,2
34740424,123456abc,34740424@qq.com,2
43015570,123456abc,43015570@qq.com,2
07302228,123456abc,07302228@qq.com,2
48112226,123456abc,48112226@qq.com,2
lcbabggk,123456abc,lcbabggk@21cn.com,2
jotphwf,123456abc,jotphwf@msn.com,2
lfhpathhqcjoma,123456abc,lfhpathhqcjoma@163.com,2
pdvgpnugr,123456abc,pdvgpnugr@126.com,2
gnvnpnsfde,123456abc,gnvnpnsfde@sohu.com,2
jsddvu,123456abc,jsddvu@21cn.com,2
43684408,123456abc,43684408@qq.com,2
77310273,123456abc,77310273@qq.com,2
22705751,123456abc,22705751@qq.com,2
17012012,123456abc,17012012@qq.com,2
kabemuwtjunrrkg,123456abc,kabemuwtjunrrkg@sina.com,2
pidtsricemjp,123456abc,pidtsricemjp@hotmail.com,2
12517844,123456abc,12517844@qq.com,2
64137171,123456abc,64137171@qq.com,2
07803205,123456abc,07803205@qq.com,2
74754857,123456abc,74754857@qq.com,2
61075543,123456abc,61075543@qq.com,2
gonlijekdbjr,123456abc,gonlijekdbjr@21cn.com,2
snpprftmnvge,123456abc,snpprftmnvge@msn.com,2
vdhmoivn,123456abc,vdhmoivn@163.com,2
gadwpoeitqljje,123456abc,gadwpoeitqljje@126.com,2
sfokeqph,123456abc,sfokeqph@sina.com,2
vkbdnk,123456abc,vkbdnk@hotmail.com,2
tcu,123456abc,tcu@sohu.com,2
omrnei,123456abc,omrnei@21cn.com,2
bmpwl,123456abc,bmpwl@msn.com,2
uqirlienqtaenas,123456abc,uqirlienqtaenas@163.com,2
pphlusgk,123456abc,pphlusgk@126.com,2
fsm,123456abc,fsm@sina.com,2
rnwvcfubgi,123456abc,rnwvcfubgi@hotmail.com,2
qqvqrjohipta,123456abc,qqvqrjohipta@sohu.com,2
effkmbrchkdvc,123456abc,effkmbrchkdvc@126.com,2
tepipqvbg,123456abc,tepipqvbg@21cn.com,2
dckpr,123456abc,dckpr@msn.com,2
rehhmnwi,123456abc,rehhmnwi@163.com,2
vwa,123456abc,vwa@126.com,2
mdeda,123456abc,mdeda@sina.com,2
33146404,123456abc,33146404@qq.com,2
04541368,123456abc,04541368@qq.com,2
42054716,123456abc,42054716@qq.com,2
00144583,123456abc,00144583@qq.com,2
71615035,123456abc,71615035@qq.com,2
sqcqdivwnur,123456abc,sqcqdivwnur@sina.com,2
cptdhbkkuivvj,123456abc,cptdhbkkuivvj@hotmail.com,2
shwfttsckgacu,123456abc,shwfttsckgacu@sohu.com,2
87712876,123456abc,87712876@qq.com,2
08787315,123456abc,08787315@qq.com,2
23352503,123456abc,23352503@qq.com,2
42606424,123456abc,42606424@qq.com,2
84658041,123456abc,84658041@qq.com,2
wbckvrfnpwv,123456abc,wbckvrfnpwv@21cn.com,2
bfksvi,123456abc,bfksvi@msn.com,2
hnseunqo,123456abc,hnseunqo@163.com,2
ldvvngvbck,123456abc,ldvvngvbck@126.com,2
mrtvtgdbhfboej,123456abc,mrtvtgdbhfboej@msn.com,2
umkhqwrvqgactat,123456abc,umkhqwrvqgactat@163.com,2
23447043,123456abc,23447043@qq.com,2
80825622,123456abc,80825622@qq.com,2
74581704,123456abc,74581704@qq.com,2
63035552,123456abc,63035552@qq.com,2
rmur,123456abc,rmur@126.com,2
82371454,123456abc,82371454@qq.com,2
63054871,123456abc,63054871@qq.com,2
13743483,123456abc,13743483@qq.com,2
onrsmrgu,123456abc,onrsmrgu@hotmail.com,2
accegapodhobkgg,123456abc,accegapodhobkgg@sohu.com,2
38748163,123456abc,38748163@qq.com,2
hguvtjcoi,123456abc,hguvtjcoi@21cn.com,2
ekkvqpcpqcijcsg,123456abc,ekkvqpcpqcijcsg@msn.com,2
06033406,123456abc,06033406@qq.com,2
60484810,123456abc,60484810@qq.com,2
35544517,123456abc,35544517@qq.com,2
75217173,123456abc,75217173@qq.com,2
novkg,123456abc,novkg@163.com,2
vhdvwhgwp,123456abc,vhdvwhgwp@126.com,2
qfhksisepovpcve,123456abc,qfhksisepovpcve@sina.com,2
46233412,123456abc,46233412@qq.com,2
70276486,123456abc,70276486@qq.com,2
48226073,123456abc,48226073@qq.com,2
28415154,123456abc,28415154@qq.com,2
56066466,123456abc,56066466@qq.com,2
ptpn,123456abc,ptpn@21cn.com,2
made,123456abc,made@msn.com,2
bewscsemkttrvo,123456abc,bewscsemkttrvo@163.com,2
whrcmfvui,123456abc,whrcmfvui@126.com,2
oluqijiaunue,123456abc,oluqijiaunue@sina.com,2
ojk,123456abc,ojk@sina.com,2
smmj,123456abc,smmj@hotmail.com,2
14532068,123456abc,14532068@qq.com,2
81808454,123456abc,81808454@qq.com,2
77244445,123456abc,77244445@qq.com,2
03226155,123456abc,03226155@qq.com,2
53858326,123456abc,53858326@qq.com,2
30455748,123456abc,30455748@qq.com,2
28551482,123456abc,28551482@qq.com,2
26347218,123456abc,26347218@qq.com,2
qevo,123456abc,qevo@msn.com,2
smdghnspf,123456abc,smdghnspf@163.com,2
hjo,123456abc,hjo@126.com,2
43102084,123456abc,43102084@qq.com,2
45140782,123456abc,45140782@qq.com,2
83075030,123456abc,83075030@qq.com,2
36218770,123456abc,36218770@qq.com,2
84015451,123456abc,84015451@qq.com,2
pqnfptqbtbq,123456abc,pqnfptqbtbq@hotmail.com,2
dhwmssm,123456abc,dhwmssm@sohu.com,2
ffhhrrvtrwvvka,123456abc,ffhhrrvtrwvvka@21cn.com,2
jjjg,123456abc,jjjg@sina.com,2
vvuhtdsuc,123456abc,vvuhtdsuc@hotmail.com,2
fiudbc,123456abc,fiudbc@sohu.com,2
81053414,123456abc,81053414@qq.com,2
70541324,123456abc,70541324@qq.com,2
80557746,123456abc,80557746@qq.com,2
60546654,123456abc,60546654@qq.com,2
78748768,123456abc,78748768@qq.com,2
47372385,123456abc,47372385@qq.com,2
25147831,123456abc,25147831@qq.com,2
53828560,123456abc,53828560@qq.com,2
41524751,123456abc,41524751@qq.com,2
jaop,123456abc,jaop@msn.com,2
cbwdvfoqpmhi,123456abc,cbwdvfoqpmhi@21cn.com,2
phujqmvegdl,123456abc,phujqmvegdl@msn.com,2
36083542,123456abc,36083542@qq.com,2
18214057,123456abc,18214057@qq.com,2
46748408,123456abc,46748408@qq.com,2
03306503,123456abc,03306503@qq.com,2
00118360,123456abc,00118360@qq.com,2
avullwk,123456abc,avullwk@msn.com,2
rbau,123456abc,rbau@163.com,2
lgtlkwdsr,123456abc,lgtlkwdsr@126.com,2
sckhrunfw,123456abc,sckhrunfw@sina.com,2
eqttaa,123456abc,eqttaa@hotmail.com,2
rpvfq,123456abc,rpvfq@sohu.com,2
lwicrtolngj,123456abc,lwicrtolngj@21cn.com,2
pkwpkgnwphi,123456abc,pkwpkgnwphi@163.com,2
haqgne,123456abc,haqgne@126.com,2
85183443,123456abc,85183443@qq.com,2
57668018,123456abc,57668018@qq.com,2
ovqnalufef,123456abc,ovqnalufef@163.com,2
fhntfnnvdacg,123456abc,fhntfnnvdacg@126.com,2
masdqnfcvhtuqp,123456abc,masdqnfcvhtuqp@sina.com,2
fujialwjhrknoi,123456abc,fujialwjhrknoi@hotmail.com,2
qlnnprjnkadmn,123456abc,qlnnprjnkadmn@hotmail.com,2
fko,123456abc,fko@sohu.com,2
eehpr,123456abc,eehpr@21cn.com,2
asn,123456abc,asn@msn.com,2
huncaougmtg,123456abc,huncaougmtg@163.com,2
51802354,123456abc,51802354@qq.com,2
87148381,123456abc,87148381@qq.com,2
72464665,123456abc,72464665@qq.com,2
05043041,123456abc,05043041@qq.com,2
bjkrabosucmrk,123456abc,bjkrabosucmrk@21cn.com,2
cbtqksn,123456abc,cbtqksn@msn.com,2
dhhgj,123456abc,dhhgj@163.com,2
mjegkvlisd,123456abc,mjegkvlisd@126.com,2
wkhgekvdsenert,123456abc,wkhgekvdsenert@sina.com,2
ftgdjrobf,123456abc,ftgdjrobf@hotmail.com,2
ufhltrgps,123456abc,ufhltrgps@sohu.com,2
posk,123456abc,posk@hotmail.com,2
vppmcrrpsir,123456abc,vppmcrrpsir@sohu.com,2
jqtlsjftr,123456abc,jqtlsjftr@21cn.com,2
pnfffruopeegr,123456abc,pnfffruopeegr@msn.com,2
74704744,123456abc,74704744@qq.com,2
53127555,123456abc,53127555@qq.com,2
31557162,123456abc,31557162@qq.com,2
08360017,123456abc,08360017@qq.com,2
43034330,123456abc,43034330@qq.com,2
68004463,123456abc,68004463@qq.com,2
dkihriivkkdl,123456abc,dkihriivkkdl@sina.com,2
jqahusgpo,123456abc,jqahusgpo@hotmail.com,2
itmmtke,123456abc,itmmtke@sohu.com,2
tnneunsqusvgee,123456abc,tnneunsqusvgee@21cn.com,2
dtalsofbalbakf,123456abc,dtalsofbalbakf@msn.com,2
87433044,123456abc,87433044@qq.com,2
78488248,123456abc,78488248@qq.com,2
lkgnguuftkldvk,123456abc,lkgnguuftkldvk@163.com,2
iddwiptwigoln,123456abc,iddwiptwigoln@126.com,2
smilagkaovw,123456abc,smilagkaovw@sina.com,2
oebhkh,123456abc,oebhkh@hotmail.com,2
04013825,123456abc,04013825@qq.com,2
82185175,123456abc,82185175@qq.com,2
75056612,123456abc,75056612@qq.com,2
ctkajlsh,123456abc,ctkajlsh@hotmail.com,2
kbnlijlluracag,123456abc,kbnlijlluracag@sohu.com,2
pdn,123456abc,pdn@21cn.com,2
mlfs,123456abc,mlfs@msn.com,2
edaa,123456abc,edaa@163.com,2
oamdhqlak,123456abc,oamdhqlak@126.com,2
skcwajhbnihfvo,123456abc,skcwajhbnihfvo@sina.com,2
jefkgfilagqlw,123456abc,jefkgfilagqlw@hotmail.com,2
mmoqpibjgrqu,123456abc,mmoqpibjgrqu@sohu.com,2
kpd,123456abc,kpd@21cn.com,2
cuhulfm,123456abc,cuhulfm@msn.com,2
pjwb,123456abc,pjwb@163.com,2
huiiasqmfgqw,123456abc,huiiasqmfgqw@126.com,2
lrjdvsuvooosagb,123456abc,lrjdvsuvooosagb@sina.com,2
34010740,123456abc,34010740@qq.com,2
50316675,123456abc,50316675@qq.com,2
67138626,123456abc,67138626@qq.com,2
06715243,123456abc,06715243@qq.com,2
68583250,123456abc,68583250@qq.com,2
nhl,123456abc,nhl@msn.com,2
afkem,123456abc,afkem@163.com,2
doktmbgmnccgs,123456abc,doktmbgmnccgs@126.com,2
cnaafntwbquclb,123456abc,cnaafntwbquclb@sina.com,2
vrjrfagoslkurp,123456abc,vrjrfagoslkurp@hotmail.com,2
vgmobkejvvwenqv,123456abc,vgmobkejvvwenqv@sohu.com,2
neppiplm,123456abc,neppiplm@21cn.com,2
svelsqbgcsnmtw,123456abc,svelsqbgcsnmtw@msn.com,2
qhktfsqv,123456abc,qhktfsqv@163.com,2
aupbaofswrgmwv,123456abc,aupbaofswrgmwv@126.com,2
88048056,123456abc,88048056@qq.com,2
36203100,123456abc,36203100@qq.com,2
14013412,123456abc,14013412@qq.com,2
15141550,123456abc,15141550@qq.com,2
05763261,123456abc,05763261@qq.com,2
88857547,123456abc,88857547@qq.com,2
mmosawqqmow,123456abc,mmosawqqmow@sohu.com,2
haqwlurpfn,123456abc,haqwlurpfn@21cn.com,2
gimoljfworgr,123456abc,gimoljfworgr@msn.com,2
fuoumd,123456abc,fuoumd@163.com,2
qaupinrvqupivs,123456abc,qaupinrvqupivs@126.com,2
klhehhp,123456abc,klhehhp@sina.com,2
tbgjqng,123456abc,tbgjqng@hotmail.com,2
cbqafkuguohfrb,123456abc,cbqafkuguohfrb@sohu.com,2
skukdmhtmapboc,123456abc,skukdmhtmapboc@21cn.com,2
ahkam,123456abc,ahkam@msn.com,2
fscanb,123456abc,fscanb@163.com,2
pwkosdk,123456abc,pwkosdk@126.com,2
ignaudpudhh,123456abc,ignaudpudhh@21cn.com,2
fadbpvasg,123456abc,fadbpvasg@msn.com,2
ded,123456abc,ded@126.com,2
